排名,name,adname,type,rating,cost,性价比
37,瑞幸咖啡(庆春乐购店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
38,瑞幸咖啡(中纺中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,13,1.6294
39,luckin coffee 瑞幸咖啡(尚城女装中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
40,瑞幸咖啡(四季青丝绸源一楼店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
41,瑞幸咖啡(中豪江河时代店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
42,瑞幸咖啡(杭州天虹购物中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
43,瑞幸咖啡(尊宝金尊店),上城区,餐饮服务;咖啡厅;咖啡厅,4.2,13,1.5915
44,瑞幸咖啡(清江路店),上城区,餐饮服务;咖啡厅;咖啡厅,4.2,13,1.5915
45,瑞幸咖啡(近江时代大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.2,13,1.5915
46,爷爷不泡茶NOYEYENOTEA(杭州砂之船奥特莱斯店),上城区,餐饮服务;冷饮店;冷饮店,4.2,13,1.5915
47,爷爷不泡茶NOYEYENOTEA(杭州中纺中心服装城店),上城区,餐饮服务;冷饮店;冷饮店,4.2,13,1.5915
48,瑞幸咖啡(高德置地广场店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
49,瑞幸咖啡(杭州来福士中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
50,瑞幸咖啡(平安金融中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.1,13,1.5536
51,瑞幸咖啡(杭州华成国际发展大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
52,瑞幸咖啡(圣奥中央商务大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
53,瑞幸咖啡(钱江国际时代广场店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
54,瑞幸咖啡(森禾广场店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
55,瑞幸咖啡(钱江路地铁站店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
56,瑞幸咖啡(万银国际大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
57,瑞幸咖啡(钱塘航空大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
58,瑞幸咖啡(太平门直街店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
59,瑞幸咖啡(双菱路沿街店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,13,1.5536
60,瑞幸咖啡(蕙沣大厦店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.1,13,1.5536
61,爷爷不泡茶NOYEYENOTEA(杭州上城钱江路店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.1,13,1.5536
62,瑞幸咖啡(迪凯银座负一楼店),上城区,餐饮服务;咖啡厅;咖啡厅,4.0,13,1.5157
63,瑞幸咖啡(财富金融中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.0,13,1.5157
64,瑞幸咖啡(杭州万象城5F店),上城区,餐饮服务;咖啡厅;咖啡厅,4.0,13,1.5157
65,瑞幸咖啡(天星龙大厦A座店),上城区,餐饮服务;咖啡厅;咖啡厅,4.0,13,1.5157
66,爷爷不泡茶NOYEYENOTEA(杭州大厦501城市广场店),上城区,餐饮服务;冷饮店;冷饮店,4.0,13,1.5157
67,煲珠公.老红糖珍珠奶茶(五福天虹购物中心B座店),上城区,餐饮服务;冷饮店;冷饮店,4.0,13,1.5157
68,瑞幸咖啡(萧山深蓝国际中心1幢店),萧山区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.0,13,1.5157
69,瑞幸咖啡(荣安中心店),上城区,餐饮服务;咖啡厅;咖啡厅,3.9,13,1.4778
70,瑞幸咖啡(昆龙童装城负一楼店),上城区,餐饮服务;咖啡厅;咖啡厅,3.9,13,1.4778
71,爷爷不泡茶NOYEYENOTEA(杭州金地威新中心店),上城区,餐饮服务;冷饮店;冷饮店,3.9,13,1.4778
72,瑞幸咖啡(富浙大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,3.9,13,1.4778
73,luckin coffee 瑞幸咖啡(宋都·兴业商务大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,3.8,13,1.4399
74,瑞幸咖啡(新侨创智中心店),上城区,餐饮服务;咖啡厅;咖啡厅,3.8,13,1.4399
75,淮南黄牛汤,临平区,餐饮服务;中餐厅;中餐厅,3.7,13,1.402
76,瑞幸咖啡(杭州太平金融大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,3.7,13,1.402
77,T9九天时尚中心瑞幸咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,3.7,13,1.402
78,瑞幸咖啡(远洋大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,3.5,13,1.3262
79,茶百道(四季青店),上城区,餐饮服务;冷饮店;冷饮店,4.4,14,1.6248
80,好再来奶茶店(采荷街道青荷苑社区店),上城区,餐饮服务;冷饮店;冷饮店,4.4,14,1.6248
81,茶百道(杭州萧山钱江大观店),萧山区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.4,14,1.6248
82,沪上阿姨·精选茶饮(杭州四季青服饰城店),上城区,餐饮服务;冷饮店;冷饮店,4.2,14,1.5509
83,陈文鼎(上城太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.2,14,1.5509
84,三立方咖啡(杭州高德置地店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,14,1.514
85,淮南牛肉汤(范家路),上城区,餐饮服务;中餐厅;中餐厅,4.0,14,1.4771
86,沪上阿姨·精选茶饮(杭州尊宝大厦店),上城区,餐饮服务;冷饮店;冷饮店,4.0,14,1.4771
87,茉莉奶白(尊宝大厦·银尊店),上城区,餐饮服务;冷饮店;冷饮店,4.0,14,1.4771
88,贡茶(杭州店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,3.7,14,1.3663
89,沪上阿姨鲜果茶(杭州师范大学下沙店),上城区,餐饮服务;餐饮相关场所;餐饮相关,3.6,14,1.3294
90,沪上阿姨鲜果茶(杭州庆春广场店),上城区,餐饮服务;冷饮店;冷饮店,3.3,14,1.2186
91,古茗(杭州上城观音塘店),上城区,餐饮服务;冷饮店;冷饮店,4.4,15,1.587
92,古茗(杭州太平门直街),上城区,餐饮服务;冷饮店;冷饮店,4.4,15,1.587
93,古茗(江干四季青店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,15,1.5509
94,古茗(上城天阳亲子店),上城区,餐饮服务;冷饮店;冷饮店,4.3,15,1.5509
95,古茗(奥体银泰店),滨江区,餐饮服务;冷饮店;冷饮店,4.3,15,1.5509
96,李若桃·手作酸奶铺(杭州来福士中心店),上城区,餐饮服务;冷饮店;冷饮店,4.2,15,1.5148
97,李若桃·手作酸奶铺(杭州501大厦店),上城区,餐饮服务;冷饮店;冷饮店,4.2,15,1.5148
98,古茗(杭州上城四季青二店),上城区,餐饮服务;冷饮店;冷饮店,4.2,15,1.5148
99,古茗(杭州上城双菱路店),上城区,餐饮服务;冷饮店;冷饮店,4.2,15,1.5148
100,古茗(杭州上城来福士店)(暂停营业),上城区,餐饮服务;冷饮店;冷饮店,4.2,15,1.5148
101,阿姨很芒,上城区,餐饮服务;冷饮店;冷饮店,4.2,15,1.5148
102,古茗(上城市民中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.1,15,1.4788
103,古茗(江干城星路店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.1,15,1.4788
104,古茗(杭州上城景芳站店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.1,15,1.4788
105,茶百道(杭州万泰城店),上城区,餐饮服务;冷饮店;冷饮店,4.0,15,1.4427
106,新加坡斯味洛鲜奶茶(杭州四季青店),上城区,餐饮服务;糕饼店;糕饼店,4.0,15,1.4427
107,书亦烧仙草(杭州城站店),上城区,餐饮服务;冷饮店;冷饮店,4.0,15,1.4427
108,茶百道(杭州高德置地店),上城区,餐饮服务;冷饮店;冷饮店,3.9,15,1.4066
109,1点点(砂之船国际生活广场店),上城区,餐饮服务;冷饮店;冷饮店,4.2,16,1.4824
110,茶理宜世(杭州银泰奥体莲荷里店),滨江区,餐饮服务;冷饮店;冷饮店,4.2,16,1.4824
111,清真·源牧小牦牛手工拉面·烤肉(顺福商务中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.1,16,1.4471
112,1点点(悦玺店),上城区,餐饮服务;餐饮相关场所;餐饮相关,3.9,16,1.3765
113,MINI-CO小咖咖啡(杭州尊宝大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,3.8,16,1.3412
114,新丰小吃(太平门直街分店),上城区,餐饮服务;中餐厅;中餐厅,4.5,17,1.5569
115,新丰小吃(解放路分店),上城区,餐饮服务;中餐厅;中餐厅,4.4,17,1.5223
116,阜阳格拉条卷馍(下沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.4,17,1.5223
117,喜茶(杭州新塘世纪联华店),上城区,餐饮服务;冷饮店;冷饮店,4.3,17,1.4877
118,茉莉奶白(杭州四季青店),上城区,餐饮服务;冷饮店;冷饮店,4.2,17,1.4531
119,1点点(双菱店),上城区,餐饮服务;冷饮店;冷饮店,4.2,17,1.4531
120,1点点(凯德·杭州来福士中心店),上城区,餐饮服务;冷饮店;冷饮店,4.1,17,1.4185
121,茶百道(杭州双菱路店),上城区,餐饮服务;冷饮店;冷饮店,4.0,17,1.3839
122,茶百道(杭州尊宝大厦店(新))(暂停营业),上城区,餐饮服务;冷饮店;冷饮店,3.7,17,1.2801
123,Yes Lemon就是柠·手打柠檬茶(杭州大厦501店),上城区,餐饮服务;冷饮店;冷饮店,3.6,17,1.2455
124,1点点(万泰城店),上城区,餐饮服务;冷饮店;冷饮店,3.0,17,1.0379
125,点喝呦奶茶鲜果饮(近江北路店),上城区,餐饮服务;冷饮店;冷饮店,2.7,17,0.9341
126,新丰小吃(高银街分店),上城区,餐饮服务;快餐厅;快餐厅,4.5,18,1.5283
127,戈壁滩西域·清真烤肉餐厅(中盛府店),上城区,餐饮服务;中餐厅;清真菜馆,4.4,18,1.4943
128,陆八仙·药果制茶·养生特饮(高德置地店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.3,18,1.4604
129,树夏(天虹购物中心店),上城区,购物服务;服装鞋帽皮具店;品牌服装店|餐饮服务;冷饮店;冷饮店,4.3,18,1.4604
130,幸福侯彩擂(南肖埠社区店),上城区,餐饮服务;冷饮店;冷饮店,4.3,18,1.4604
131,LELECHA乐乐茶(杭州天虹购物中心店),上城区,餐饮服务;冷饮店;冷饮店,4.2,18,1.4264
132,茶百道(杭州天虹店),上城区,餐饮服务;冷饮店;冷饮店,4.1,18,1.3925
133,喜茶(杭州上城万泰城店),上城区,餐饮服务;冷饮店;冷饮店,4.1,18,1.3925
134,春莱?老挝冰咖啡泰式奶茶(四季青店),上城区,餐饮服务;冷饮店;冷饮店,4.0,18,1.3585
135,柠檬向右(杭州来福士店),上城区,餐饮服务;冷饮店;冷饮店,3.9,18,1.3245
136,LINLEE·手打柠檬茶(上城尊宝大厦店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,3.9,18,1.3245
137,徽州小锅菜(乐富海邦园分店),余杭区,餐饮服务;中餐厅;中餐厅,3.8,18,1.2906
138,贡茶(双菱路店),上城区,餐饮服务;冷饮店;冷饮店,3.8,18,1.2906
139,陕西罗家凉皮,上城区,餐饮服务;中餐厅;中餐厅,4.7,19,1.5689
140,楠哥煎饺,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,19,1.5689
141,1点点(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.4688
142,OONECCUP(庆春银泰店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.4688
143,1点点(建国中路店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.4688
144,茶百道(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.3,19,1.4354
145,茉莉奶白(杭州万象城店),上城区,餐饮服务;冷饮店;冷饮店,4.2,19,1.402
146,茉莉奶白(杭州大厦501店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.1,19,1.3686
147,BEROBELLO CAFE(迪凯城星国际店),上城区,餐饮服务;咖啡厅;咖啡厅,4.0,19,1.3352
148,BeanStar比星咖啡(庆春银泰百货店),上城区,餐饮服务;咖啡厅;咖啡厅,4.0,19,1.3352
149,春日喜雨·泰式奶茶·老挝冰咖啡(钱江三苑店),上城区,餐饮服务;冷饮店;冷饮店,3.9,19,1.3019
150,Manner Coffee,上城区,餐饮服务;咖啡厅;咖啡厅,3.7,19,1.2351
151,王老笨·东北过桥米线(龙湖杭州西溪天街店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,20,1.5109
152,麦当劳(星耀中心店),滨江区,餐饮服务;快餐厅;麦当劳,4.5,20,1.4781
153,麦当劳(杭州三里亭),上城区,餐饮服务;快餐厅;麦当劳,4.5,20,1.4781
154,小禾山·大碗饭(科技园店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.4,20,1.4452
155,肯德基(天城国际店),上城区,餐饮服务;快餐厅;肯德基,4.4,20,1.4452
156,安徽饭店,临平区,餐饮服务;中餐厅;安徽菜(徽菜),4.3,20,1.4124
157,喜茶(杭州万象城gelato lab+店),上城区,餐饮服务;冷饮店;冷饮店,4.3,20,1.4124
158,霸王茶姬(浙江杭州上城四季青佳宝店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.3,20,1.4124
159,KOI Thé(501城市广场店),上城区,餐饮服务;冷饮店;冷饮店,4.3,20,1.4124
160,霸王茶姬(浙江杭州上城四季青常青店),上城区,餐饮服务;冷饮店;冷饮店,4.3,20,1.4124
161,CHAGEE霸王茶姬(浙江杭州上城江河时代店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,20,1.4124
162,塔斯汀中国汉堡(杭州市萧山望京店),萧山区,餐饮服务;快餐厅;快餐厅,4.3,20,1.4124
163,塔斯汀中国汉堡(杭州市拱墅凤起路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.3,20,1.4124
164,LINLEE·手打柠檬茶(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.2,20,1.3795
165,LINLEE林里·手打柠檬茶(五福天虹购物中心店),上城区,餐饮服务;冷饮店;冷饮店,4.2,20,1.3795
166,塔斯汀中国汉堡(杭州市河坊街店),上城区,餐饮服务;快餐厅;快餐厅,4.2,20,1.3795
167,CHAGEE霸王茶姬(西子国际店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,3.9,20,1.281
168,麦当劳(杭州莲荷里店),滨江区,餐饮服务;快餐厅;麦当劳,4.5,21,1.4558
169,肯德基(凤起路地铁店),拱墅区,餐饮服务;快餐厅;肯德基,4.4,21,1.4235
170,树夏(奥体莲荷里店),滨江区,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;冷饮店;冷饮店,4.2,21,1.3588
171,甘王烧烤大排档,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.1,21,1.3264
172,Tims天好咖啡(杭州国贸金融大厦店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.1,21,1.3264
173,麦当劳(中南国际商城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,22,1.4671
174,刘记私房菜(七贤郡店),余杭区,餐饮服务;中餐厅;中餐厅,4.5,22,1.4352
175,喜茶(杭州天虹店)(暂停营业),上城区,餐饮服务;冷饮店;冷饮店,4.4,22,1.4033
176,老乡鸡(杭州萧山联合中心店),萧山区,餐饮服务;快餐厅;快餐厅,4.4,22,1.4033
177,麦当劳(杭州滨江儿保),滨江区,餐饮服务;快餐厅;快餐厅,4.4,22,1.4033
178,茉酸奶(尊宝大厦·银尊店),上城区,餐饮服务;冷饮店;冷饮店,4.2,22,1.3395
179,麦记牛奶(杭州来福士店),上城区,餐饮服务;冷饮店;冷饮店,4.1,22,1.3076
180,澜记香港饮品(庆春店),上城区,餐饮服务;冷饮店;冷饮店,4.1,22,1.3076
181,绝美嘉海鲜馄饨(杭州总店),拱墅区,餐饮服务;快餐厅;快餐厅,4.7,23,1.4789
182,布蕾克喝茶工坊(近江五园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,23,1.4474
183,麦当劳(杭州凤起路餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.6,23,1.4474
184,正宗淮南牛肉汤,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,23,1.4474
185,一家咖啡(近江一园店),上城区,餐饮服务;咖啡厅;咖啡厅,4.5,23,1.416
186,麦当劳(下城区行政服务中心),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.5,23,1.416
187,麦当劳(庆春路餐厅),上城区,餐饮服务;快餐厅;麦当劳,4.4,23,1.3845
188,桂只,上城区,餐饮服务;冷饮店;冷饮店,4.2,23,1.3216
189,袁记云饺(杭州市上城区吴山路店),上城区,餐饮服务;快餐厅;快餐厅,4.1,23,1.2901
190,姨妈热饮(钱江新城三苑店),上城区,餐饮服务;餐饮相关场所;餐饮相关,3.7,23,1.1642
191,三毛烤鸡(景芳店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,24,1.398
192,Ora Coffee 杭州来福士店,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,24,1.398
193,麦当劳(四季青中国服装第一街店),上城区,餐饮服务;快餐厅;麦当劳,4.4,24,1.3669
194,麦当劳(涌金餐厅),上城区,餐饮服务;快餐厅;麦当劳,4.4,24,1.3669
195,肯德基(杭州砂之船奥莱店),上城区,餐饮服务;快餐厅;快餐厅,4.3,24,1.3359
196,奈雪的茶(杭州天虹购物中心店),上城区,餐饮服务;冷饮店;冷饮店,4.2,24,1.3048
197,奈雪的茶(杭州上城鑫亚钱江时代pure店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.0,24,1.2427
198,肯德基(朝晖店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,25,1.4119
199,鸟鸟私房面(来福士臻选店),上城区,餐饮服务;中餐厅;中餐厅,4.5,25,1.3812
200,德克士(滨江儿保店),滨江区,餐饮服务;快餐厅;快餐厅,4.5,25,1.3812
201,麦当劳(地铁沈塘桥A口餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.4,25,1.3505
202,汕心·潮汕甜汤(杭州湖滨in77店),上城区,餐饮服务;甜品店;甜品店,4.3,25,1.3198
203,小菜园新徽菜(良安路店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.3,25,1.3198
204,马家鱼圆儿,上城区,餐饮服务;中餐厅;中餐厅,4.1,25,1.2584
205,崔酱,拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,26,1.426
206,骑点咖啡 Ride Cafe,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,26,1.3957
207,麦当劳(江南明新DT店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26,1.3957
208,麦当劳(加州阳光·开元广场店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26,1.3957
209,麦当劳(保利中心店),上城区,餐饮服务;快餐厅;麦当劳,4.5,26,1.3654
210,麦当劳(杭州西湖东坡酒店店),上城区,餐饮服务;快餐厅;麦当劳,4.5,26,1.3654
211,肯德基(杭州之翼店),上城区,餐饮服务;快餐厅;肯德基,4.5,26,1.3654
212,麦当劳(杭州滨江星光大道二期),滨江区,餐饮服务;快餐厅;麦当劳,4.4,26,1.335
213,麦当劳(国大城市广场店),拱墅区,餐饮服务;快餐厅;麦当劳,4.4,26,1.335
214,麦当劳(杭州大厦501城市广场店),上城区,餐饮服务;快餐厅;麦当劳,4.6,27,1.3805
215,王阿盖手工小吃(庆春银泰店),上城区,地名地址信息;普通地名;村庄级地名|餐饮服务;中餐厅;中餐厅,4.6,27,1.3805
216,chofo出伏咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,27,1.3805
217,肯德基(杭州和平饭店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,27,1.3805
218,麦当劳(杭州高德置地广场餐厅),上城区,餐饮服务;快餐厅;快餐厅,4.5,27,1.3505
219,汉堡王(杭州宁城大厦),萧山区,餐饮服务;快餐厅;快餐厅,4.5,27,1.3505
220,麦当劳(华都大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.4,27,1.3204
221,汉堡王(杭州延安路中信),上城区,餐饮服务;快餐厅;快餐厅,4.4,27,1.3204
222,汉堡王(杭州港龙城购物中心),上城区,餐饮服务;快餐厅;快餐厅,4.4,27,1.3204
223,汉堡王(庆春广场地铁站),上城区,餐饮服务;快餐厅;快餐厅,4.3,27,1.2904
224,大米先生(西湖银泰百货店),上城区,餐饮服务;快餐厅;快餐厅,4.2,27,1.2604
225,郑阿公顺德鸡煲饭双皮奶(东站店),上城区,餐饮服务;中餐厅;中餐厅,4.7,28,1.3958
226,郑阿公顺德鸡煲饭双皮奶(八方城店),余杭区,餐饮服务;中餐厅;中餐厅,4.7,28,1.3958
227,素新风·食养自助餐厅(杭州·501广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
228,复兴面王(杭州莲荷里店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
229,费大厨辣椒炒肉(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
230,费大厨辣椒炒肉(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
231,费大厨辣椒炒肉(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
232,东北蒸饺菜馆(余杭店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,28,1.3661
233,Section沙县咖啡(太平门直街店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,28,1.3661
234,银记肠粉(新华路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.6,28,1.3661
235,麦当劳(星耀城二期城市生活广场店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
236,麦当劳(西湖银泰百货店),上城区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
237,麦当劳(杭州滨江中南乐游城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
238,麦当劳(碧桂园·深蓝国际店),萧山区,餐饮服务;快餐厅;麦当劳,4.5,28,1.3364
239,老安徽砂锅(新民街店),临安区,餐饮服务;中餐厅;安徽菜(徽菜),4.5,28,1.3364
240,Tims咖啡(501城市广场店),上城区,餐饮服务;咖啡厅;咖啡厅,4.5,28,1.3364
241,朝山茶食,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,28,1.3364
242,麦当劳(杭州庆春路第二餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.5,28,1.3364
243,麦当劳(杭州萧山京港国际店),萧山区,餐饮服务;快餐厅;麦当劳,4.5,28,1.3364
244,麦当劳(朝晖餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.5,28,1.3364
245,肯德基(杭州滨江宝龙店),滨江区,餐饮服务;快餐厅;肯德基,4.4,28,1.3067
246,皖北饭店,临安区,餐饮服务;中餐厅;中餐厅,4.2,28,1.2473
247,麦当劳(大华·星河商务大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29,1.3525
248,麦当劳(智谷国际人才大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29,1.3525
249,云屉记东北蒸饺菜馆,滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,29,1.3231
250,M Stand(杭州大厦501城市广场POP UP店),上城区,餐饮服务;咖啡厅;咖啡厅,4.5,29,1.3231
